"stg_business_entity_id","source_system_id","source_system_name","hierarchy_identifier","hierarchy_level","hierarchy_role","parent_id","created_by","created_date"
"cf49fb42-dd63-1eae-454f-6be3d14c2bbe",NULL,NULL,NULL,NULL,NULL,NULL,"PFD","2025-05-05 09:24:57.666"
"2d35a04a-5fdf-50d5-7750-c1c7621ddc33",NULL,NULL,NULL,NULL,NULL,NULL,"PFD","2025-05-05 09:24:57.666"
"21b12e21-5d50-bdd6-7603-be18b846f93e",NULL,NULL,NULL,NULL,NULL,NULL,"PFD","2025-05-05 09:24:57.666"
"08a27d25-2cd7-3709-2ebd-31fd5ccdce5f",NULL,NULL,NULL,NULL,NULL,NULL,"PFD","2025-05-05 09:24:57.666"
