"telecommunication_address_id","related_identifier","related_identifier_source","telecommunication_address_type","area_dialing_code","phone_number","extension_number","created_by","created_date"
"41e20a76-341e-c9b8-3a88-5a1c64a5c83a","cf49fb42-dd63-1eae-454f-6be3d14c2bbe","business_entity","primary",NULL,"3124569876.0",NULL,"PFD","2025-05-05 09:25:29.537"
